Equipment.Id,time_step,time_index,ref_date,health_score,failure_rate_score,zscore_risk_score,temperature_trend_score,voltage_instability_score,maintenance_overdue_score,cost_at_risk_score,quality_failure_score,spec_violation_score,failure_rate,z_composite_mean,temperature_slope,voltage_cv,maintenance_overdue_days
CNC_074,20,20,2025-05-18 04:48:00,53.7,33.3,46.0,0.0,57.8,100.0,91.5,100.0,100.0,0.6667,1.619,2.3817,0.06326,0
CNC_074,21,21,2025-05-18 05:02:00,52.9,31.8,50.9,0.0,48.3,100.0,91.5,100.0,100.0,0.6818,1.472,2.03,0.07756,0
CNC_074,22,22,2025-05-18 05:16:00,52.8,34.8,52.5,0.0,41.6,100.0,91.5,100.0,100.0,0.6522,1.426,1.38676,0.08759,0
CNC_074,23,23,2025-05-18 05:31:00,52.6,33.3,54.1,0.0,39.6,100.0,91.5,100.0,100.0,0.6667,1.377,1.19975,0.09054,0
CNC_074,24,24,2025-05-18 05:45:00,53.3,32.0,55.2,0.0,44.7,100.0,91.5,100.0,100.0,0.68,1.344,0.62581,0.08291,0
CNC_074,25,25,2025-05-18 06:00:00,56.4,30.8,51.2,27.2,45.2,100.0,91.5,100.0,100.0,0.6923,1.465,0.36377,0.08216,0
CNC_074,26,26,2025-05-18 06:14:00,52.0,29.6,47.2,0.0,50.1,100.0,91.5,100.0,100.0,0.7037,1.584,0.54702,0.07484,0
CNC_074,27,27,2025-05-18 06:28:00,49.8,28.6,38.7,0.0,47.8,100.0,91.5,100.0,100.0,0.7143,1.839,0.62148,0.07829,0
CNC_074,28,28,2025-05-18 06:43:00,48.1,27.6,32.0,0.0,47.0,100.0,91.5,100.0,100.0,0.7241,2.04,1.26096,0.07946,0
CNC_074,29,29,2025-05-18 06:57:00,46.0,26.7,22.5,0.0,46.9,100.0,91.5,100.0,100.0,0.7333,2.325,2.17676,0.07959,0
CNC_075,5,5,2025-05-18 01:12:00,46.6,33.3,38.9,34.4,0.0,100.0,70.3,100.0,100.0,0.6667,1.832,0.32807,0.15805,0
CNC_075,6,6,2025-05-18 01:26:00,41.5,28.6,24.4,25.5,0.0,100.0,70.3,100.0,100.0,0.7143,2.267,0.3723,0.16655,0
CNC_075,7,7,2025-05-18 01:40:00,33.5,25.0,4.9,3.4,0.0,100.0,70.3,100.0,100.0,0.75,2.854,0.48285,0.17134,0
CNC_075,8,8,2025-05-18 01:55:00,37.4,22.2,0.0,39.7,0.0,100.0,70.3,100.0,100.0,0.7778,3.6,0.30128,0.18515,0
CNC_075,9,9,2025-05-18 02:09:00,43.6,20.0,0.0,83.8,0.0,100.0,70.3,100.0,100.0,0.8,3.941,-0.08102,0.17952,0
CNC_075,10,10,2025-05-18 02:24:00,31.2,18.2,0.0,0.0,3.6,100.0,70.3,100.0,100.0,0.8182,3.9,-1.04851,0.14459,0
CNC_075,11,11,2025-05-18 02:38:00,34.0,16.7,0.0,0.0,24.3,100.0,70.3,100.0,100.0,0.8333,3.66,-1.38552,0.11354,0
CNC_075,12,12,2025-05-18 02:52:00,37.9,23.1,0.0,0.0,41.6,100.0,70.3,100.0,100.0,0.7692,3.299,-1.39768,0.08753,0
CNC_075,13,13,2025-05-18 03:07:00,40.5,21.4,5.9,0.0,53.5,100.0,70.3,100.0,100.0,0.7857,2.824,-1.27276,0.06972,0
CNC_075,14,14,2025-05-18 03:21:00,42.2,20.0,9.1,0.0,62.4,100.0,70.3,100.0,100.0,0.8,2.727,-1.94448,0.05645,0
CNC_075,15,15,2025-05-18 03:36:00,40.6,18.8,2.6,0.0,62.2,100.0,70.3,100.0,100.0,0.8125,2.923,-2.01919,0.05666,0
CNC_075,16,16,2025-05-18 03:50:00,38.6,17.6,0.9,0.0,52.3,100.0,70.3,100.0,100.0,0.8235,2.973,-1.52063,0.07157,0
CNC_075,17,17,2025-05-18 04:04:00,37.6,16.7,0.0,0.0,48.3,100.0,70.3,100.0,100.0,0.8333,3.011,-1.40088,0.0776,0
CNC_075,18,18,2025-05-18 04:19:00,38.6,15.8,2.6,0.0,52.5,100.0,70.3,100.0,100.0,0.8421,2.921,-1.53801,0.07122,0
CNC_075,19,19,2025-05-18 04:33:00,38.8,15.0,11.8,0.0,42.6,100.0,70.3,100.0,100.0,0.85,2.646,-1.6865,0.08605,0
CNC_075,20,20,2025-05-18 04:48:00,42.1,19.0,32.3,0.0,32.2,100.0,70.3,100.0,100.0,0.8095,2.03,-2.39146,0.10166,0
CNC_075,21,21,2025-05-18 05:02:00,43.2,18.2,45.3,0.0,23.2,100.0,70.3,100.0,100.0,0.8182,1.64,-2.25218,0.11517,0
CNC_075,22,22,2025-05-18 05:16:00,44.8,17.4,55.9,0.0,20.4,100.0,70.3,100.0,100.0,0.8261,1.322,-1.74971,0.11934,0
CNC_075,23,23,2025-05-18 05:31:00,47.1,20.8,60.5,0.0,25.4,100.0,70.3,100.0,100.0,0.7917,1.186,-1.20013,0.11192,0
CNC_075,24,24,2025-05-18 05:45:00,49.3,24.0,62.4,0.0,33.3,100.0,70.3,100.0,100.0,0.76,1.128,-0.65557,0.10004,0
CNC_075,25,25,2025-05-18 06:00:00,48.7,23.1,58.3,0.0,35.7,100.0,70.3,100.0,100.0,0.7692,1.252,-0.8351,0.09645,0
CNC_075,26,26,2025-05-18 06:14:00,46.9,22.2,51.4,0.0,34.4,100.0,70.3,100.0,100.0,0.7778,1.457,-0.6347,0.09842,0
CNC_075,27,27,2025-05-18 06:28:00,48.1,21.4,51.6,0.0,43.1,100.0,70.3,100.0,100.0,0.7857,1.452,-0.67406,0.0854,0
CNC_075,28,28,2025-05-18 06:43:00,51.0,20.7,53.2,0.0,61.4,100.0,70.3,100.0,100.0,0.7931,1.403,-0.96848,0.05788,0
CNC_075,29,29,2025-05-18 06:57:00,52.1,20.0,55.0,0.0,67.0,100.0,70.3,100.0,100.0,0.8,1.349,-0.94418,0.04948,0
CNC_076,5,5,2025-05-18 01:12:00,55.5,33.3,60.3,0.0,54.1,100.0,86.4,100.0,100.0,0.6667,1.19,-1.24657,0.06879,0
CNC_076,6,6,2025-05-18 01:26:00,54.4,28.6,64.3,0.0,47.7,100.0,86.4,100.0,100.0,0.7143,1.071,-1.23495,0.07844,0
CNC_076,7,7,2025-05-18 01:40:00,51.7,25.0,60.9,0.0,39.1,100.0,86.4,100.0,100.0,0.75,1.173,-1.4391,0.09137,0
CNC_076,8,8,2025-05-18 01:55:00,50.1,22.2,60.1,0.0,33.5,100.0,86.4,100.0,100.0,0.7778,1.196,-1.58659,0.09976,0
CNC_076,9,9,2025-05-18 02:09:00,46.7,20.0,49.8,0.0,27.0,100.0,86.4,100.0,100.0,0.8,1.505,-1.69769,0.10946,0
CNC_076,10,10,2025-05-18 02:24:00,45.6,18.2,37.8,0.0,38.2,100.0,86.4,100.0,100.0,0.8182,1.866,-1.50189,0.09265,0
CNC_076,11,11,2025-05-18 02:38:00,44.7,16.7,29.2,0.0,45.8,100.0,86.4,100.0,100.0,0.8333,2.125,-1.87703,0.08133,0
CNC_076,12,12,2025-05-18 02:52:00,45.3,23.1,24.1,0.0,48.3,100.0,86.4,100.0,100.0,0.7692,2.276,-2.27193,0.07749,0
CNC_076,13,13,2025-05-18 03:07:00,45.4,21.4,16.8,0.0,60.4,100.0,86.4,100.0,100.0,0.7857,2.495,-2.21858,0.05938,0
CNC_076,14,14,2025-05-18 03:21:00,46.6,20.0,17.5,0.0,69.7,100.0,86.4,100.0,100.0,0.8,2.475,-1.52522,0.04544,0
CNC_076,15,15,2025-05-18 03:36:00,47.7,18.8,18.6,0.0,77.2,100.0,86.4,100.0,100.0,0.8125,2.443,-0.72,0.03418,0
CNC_076,16,16,2025-05-18 03:50:00,53.5,17.6,17.4,42.0,77.0,100.0,86.4,100.0,100.0,0.8235,2.478,-0.2898,0.03443,0
CNC_076,17,17,2025-05-18 04:04:00,51.3,22.2,19.2,27.9,68.0,100.0,86.4,100.0,100.0,0.7778,2.423,0.36071,0.04793,0
CNC_076,18,18,2025-05-18 04:19:00,45.9,21.1,27.4,0.0,50.1,100.0,86.4,100.0,100.0,0.7895,2.178,1.48342,0.07478,0
CNC_076,19,19,2025-05-18 04:33:00,47.6,20.0,38.4,0.0,48.7,100.0,86.4,100.0,100.0,0.8,1.849,2.09513,0.07697,0
CNC_076,20,20,2025-05-18 04:48:00,50.3,23.8,47.8,0.0,48.7,100.0,86.4,100.0,100.0,0.7619,1.567,1.95625,0.07693,0
CNC_076,21,21,2025-05-18 05:02:00,52.0,22.7,58.2,0.0,47.7,100.0,86.4,100.0,100.0,0.7727,1.254,2.01099,0.07844,0
CNC_076,22,22,2025-05-18 05:16:00,50.2,21.7,57.0,0.0,38.9,100.0,86.4,100.0,100.0,0.7826,1.291,2.20742,0.09159,0
CNC_076,23,23,2025-05-18 05:31:00,48.3,20.8,54.3,0.0,30.9,100.0,86.4,100.0,100.0,0.7917,1.371,2.21272,0.10367,0
CNC_076,24,24,2025-05-18 05:45:00,45.6,20.0,48.7,0.0,21.7,100.0,86.4,100.0,100.0,0.8,1.539,1.80059,0.11751,0
CNC_076,25,25,2025-05-18 06:00:00,44.1,19.2,45.4,0.0,17.2,100.0,86.4,100.0,100.0,0.8077,1.639,1.12052,0.12423,0
CNC_076,26,26,2025-05-18 06:14:00,50.7,22.2,42.3,48.0,12.9,100.0,86.4,100.0,100.0,0.7778,1.731,0.26021,0.13071,0
CNC_076,27,27,2025-05-18 06:28:00,56.2,21.4,46.1,75.7,18.1,100.0,86.4,100.0,100.0,0.7857,1.617,0.12127,0.12279,0
CNC_076,28,28,2025-05-18 06:43:00,63.5,24.1,51.2,93.9,38.2,100.0,86.4,100.0,100.0,0.7586,1.463,-0.03025,0.09274,0
CNC_076,29,29,2025-05-18 06:57:00,52.5,23.3,54.7,0.0,55.2,100.0,86.4,100.0,100.0,0.7667,1.358,-0.5405,0.06725,0
CNC_077,5,5,2025-05-18 01:12:00,45.4,33.3,26.2,0.0,62.2,100.0,41.3,100.0,100.0,0.6667,2.215,0.51586,0.0567,0
CNC_077,6,6,2025-05-18 01:26:00,40.8,28.6,13.5,0.0,54.9,100.0,41.3,100.0,100.0,0.7143,2.595,1.00219,0.0677,0
CNC_077,7,7,2025-05-18 01:40:00,42.3,37.5,12.7,0.0,53.8,100.0,41.3,100.0,100.0,0.625,2.618,1.15004,0.06925,0
CNC_077,8,8,2025-05-18 01:55:00,45.4,44.4,21.4,0.0,53.8,100.0,41.3,100.0,100.0,0.5556,2.358,0.99676,0.06933,0
CNC_077,9,9,2025-05-18 02:09:00,46.5,40.0,30.5,0.0,55.3,100.0,41.3,100.0,100.0,0.6,2.084,0.6036,0.06709,0
CNC_077,10,10,2025-05-18 02:24:00,55.0,36.4,40.4,47.6,55.5,100.0,41.3,100.0,100.0,0.6364,1.787,0.26208,0.06673,0
CNC_077,11,11,2025-05-18 02:38:00,50.3,33.3,55.4,0.0,56.0,100.0,41.3,100.0,100.0,0.6667,1.339,-0.83157,0.06605,0
CNC_077,12,12,2025-05-18 02:52:00,47.8,30.8,50.3,0.0,49.9,100.0,41.3,100.0,100.0,0.6923,1.491,-1.09856,0.07513,0
CNC_077,13,13,2025-05-18 03:07:00,48.0,28.6,49.0,0.0,55.8,100.0,41.3,100.0,100.0,0.7143,1.53,-2.00755,0.06624,0
CNC_077,14,14,2025-05-18 03:21:00,47.4,26.7,46.7,0.0,57.4,100.0,41.3,100.0,100.0,0.7333,1.6,-2.93237,0.06393,0
CNC_077,15,15,2025-05-18 03:36:00,46.0,31.2,35.9,0.0,56.2,100.0,41.3,100.0,100.0,0.6875,1.924,-3.14877,0.06567,0
CNC_077,16,16,2025-05-18 03:50:00,46.4,35.3,30.4,0.0,61.1,100.0,41.3,100.0,100.0,0.6471,2.089,-2.53396,0.05838,0
CNC_077,17,17,2025-05-18 04:04:00,50.8,38.9,45.4,0.0,65.3,100.0,41.3,100.0,100.0,0.6111,1.637,-2.21101,0.05212,0
CNC_077,18,18,2025-05-18 04:19:00,54.0,42.1,54.2,0.0,70.9,100.0,41.3,100.0,100.0,0.5789,1.375,-1.40292,0.0436,0
CNC_077,19,19,2025-05-18 04:33:00,52.7,40.0,47.5,0.0,74.0,100.0,41.3,100.0,100.0,0.6,1.575,-0.74084,0.03898,0
CNC_077,20,20,2025-05-18 04:48:00,53.0,38.1,48.9,0.0,76.2,100.0,41.3,100.0,100.0,0.619,1.533,-0.98941,0.03565,0
CNC_077,21,21,2025-05-18 05:02:00,51.8,36.4,44.9,0.0,76.3,100.0,41.3,100.0,100.0,0.6364,1.652,-0.64579,0.03559,0
CNC_077,22,22,2025-05-18 05:16:00,45.7,34.8,20.3,0.0,70.1,100.0,41.3,100.0,100.0,0.6522,2.392,-0.86071,0.04488,0
CNC_077,23,23,2025-05-18 05:31:00,42.7,33.3,7.4,0.0,69.4,100.0,41.3,100.0,100.0,0.6667,2.779,-0.79611,0.04586,0
CNC_077,24,24,2025-05-18 05:45:00,43.7,32.0,12.3,0.0,71.5,100.0,41.3,100.0,100.0,0.68,2.631,-0.89382,0.04279,0
CNC_077,25,25,2025-05-18 06:00:00,43.6,30.8,12.8,0.0,71.5,100.0,41.3,100.0,100.0,0.6923,2.616,-1.21554,0.04279,0
CNC_077,26,26,2025-05-18 06:14:00,43.2,29.6,12.7,0.0,70.5,100.0,41.3,100.0,100.0,0.7037,2.618,-1.40287,0.04424,0
CNC_077,27,27,2025-05-18 06:28:00,44.8,28.6,21.2,0.0,71.7,100.0,41.3,100.0,100.0,0.7143,2.364,-0.82474,0.04251,0
CNC_077,28,28,2025-05-18 06:43:00,53.5,27.6,21.7,66.9,62.9,100.0,41.3,100.0,100.0,0.7241,2.348,-0.16536,0.05565,0
CNC_077,29,29,2025-05-18 06:57:00,52.9,30.0,24.3,56.6,62.7,100.0,41.3,100.0,100.0,0.7,2.27,0.21698,0.05593,0
CNC_078,5,5,2025-05-18 01:12:00,55.9,50.0,51.8,0.0,72.6,100.0,46.8,100.0,100.0,0.5,1.445,2.44588,0.04106,0
CNC_078,6,6,2025-05-18 01:26:00,58.3,57.1,55.5,0.0,74.2,100.0,46.8,100.0,100.0,0.4286,1.335,1.63126,0.03869,0
CNC_078,7,7,2025-05-18 01:40:00,57.0,50.0,59.4,0.0,69.4,100.0,46.8,100.0,100.0,0.5,1.219,1.12433,0.04594,0
CNC_078,8,8,2025-05-18 01:55:00,57.9,55.6,64.9,0.0,60.9,100.0,46.8,100.0,100.0,0.4444,1.053,0.97595,0.0587,0
CNC_078,9,9,2025-05-18 02:09:00,57.0,50.0,70.7,0.0,54.4,100.0,46.8,100.0,100.0,0.5,0.879,0.80907,0.06846,0
CNC_078,10,10,2025-05-18 02:24:00,63.3,45.5,79.9,43.1,47.1,100.0,46.8,100.0,100.0,0.5455,0.604,0.28467,0.07939,0
CNC_078,11,11,2025-05-18 02:38:00,65.0,41.7,79.8,65.4,41.4,100.0,46.8,100.0,100.0,0.5833,0.607,-0.17311,0.08794,0
CNC_078,12,12,2025-05-18 02:52:00,63.7,46.2,74.9,59.9,38.7,100.0,46.8,100.0,100.0,0.5385,0.754,-0.20051,0.09192,0
CNC_078,13,13,2025-05-18 03:07:00,53.3,42.9,71.4,0.0,38.5,100.0,46.8,100.0,100.0,0.5714,0.857,1.06209,0.09222,0
CNC_078,14,14,2025-05-18 03:21:00,52.4,40.0,66.1,0.0,43.7,100.0,46.8,100.0,100.0,0.6,1.018,1.4998,0.08448,0
CNC_078,15,15,2025-05-18 03:36:00,54.2,43.8,57.4,0.0,62.3,100.0,46.8,100.0,100.0,0.5625,1.279,0.99457,0.0566,0
CNC_078,16,16,2025-05-18 03:50:00,55.7,41.2,54.5,9.3,69.7,100.0,46.8,100.0,100.0,0.5882,1.364,0.45361,0.04551,0
CNC_078,17,17,2025-05-18 04:04:00,58.6,38.9,58.1,20.3,76.3,100.0,46.8,100.0,100.0,0.6111,1.257,-0.39874,0.03559,0
CNC_078,18,18,2025-05-18 04:19:00,54.5,36.8,53.7,0.0,77.7,100.0,46.8,100.0,100.0,0.6316,1.388,-0.99618,0.03339,0
CNC_078,19,19,2025-05-18 04:33:00,53.3,35.0,52.0,0.0,74.5,100.0,46.8,100.0,100.0,0.65,1.44,-2.36784,0.0382,0
CNC_078,20,20,2025-05-18 04:48:00,51.7,38.1,50.1,0.0,62.5,100.0,46.8,100.0,100.0,0.619,1.498,-3.81815,0.05629,0
CNC_078,21,21,2025-05-18 05:02:00,48.3,36.4,44.3,0.0,49.8,100.0,46.8,100.0,100.0,0.6364,1.67,-4.90619,0.0753,0
CNC_078,22,22,2025-05-18 05:16:00,43.9,34.8,33.0,0.0,37.8,100.0,46.8,100.0,100.0,0.6522,2.011,-4.52251,0.09323,0
CNC_078,23,23,2025-05-18 05:31:00,39.5,33.3,23.2,0.0,23.2,100.0,46.8,100.0,100.0,0.6667,2.305,-4.31096,0.11523,0
CNC_078,24,24,2025-05-18 05:45:00,37.9,36.0,13.2,0.0,22.5,100.0,46.8,100.0,100.0,0.64,2.604,-4.53731,0.11623,0
CNC_078,25,25,2025-05-18 06:00:00,36.8,34.6,5.9,0.0,26.6,100.0,46.8,100.0,100.0,0.6538,2.824,-3.43492,0.11004,0
CNC_078,26,26,2025-05-18 06:14:00,35.3,33.3,1.0,0.0,24.8,100.0,46.8,100.0,100.0,0.6667,2.97,-2.32561,0.11284,0
CNC_078,27,27,2025-05-18 06:28:00,36.6,32.1,3.5,0.0,31.7,100.0,46.8,100.0,100.0,0.6786,2.894,-1.26905,0.1025,0
CNC_078,28,28,2025-05-18 06:43:00,53.2,31.0,8.3,92.2,45.3,100.0,46.8,100.0,100.0,0.6897,2.752,-0.03905,0.08201,0
CNC_078,29,29,2025-05-18 06:57:00,41.7,30.0,11.9,0.0,57.4,100.0,46.8,100.0,100.0,0.7,2.642,1.21593,0.06385,0
CNC_079,5,5,2025-05-18 01:12:00,45.1,33.3,34.7,0.0,56.5,100.0,29.8,100.0,100.0,0.6667,1.96,0.52758,0.0653,0
CNC_079,6,6,2025-05-18 01:26:00,47.5,28.6,46.7,9.0,53.9,100.0,29.8,100.0,100.0,0.7143,1.599,0.45509,0.06911,0
CNC_079,7,7,2025-05-18 01:40:00,47.4,25.0,54.0,0.0,57.2,100.0,29.8,100.0,100.0,0.75,1.38,0.69497,0.06414,0
CNC_079,8,8,2025-05-18 01:55:00,50.1,33.3,60.8,0.0,55.1,100.0,29.8,100.0,100.0,0.6667,1.175,1.04425,0.06734,0
CNC_079,9,9,2025-05-18 02:09:00,51.3,30.0,68.4,0.0,57.3,100.0,29.8,100.0,100.0,0.7,0.948,1.41808,0.06403,0
CNC_079,10,10,2025-05-18 02:24:00,54.6,36.4,72.6,0.0,65.6,100.0,29.8,100.0,100.0,0.6364,0.823,2.08389,0.05157,0
CNC_079,11,11,2025-05-18 02:38:00,55.5,33.3,74.0,0.0,73.5,100.0,29.8,100.0,100.0,0.6667,0.779,2.33146,0.03968,0
CNC_079,12,12,2025-05-18 02:52:00,55.2,30.8,73.8,0.0,75.3,100.0,29.8,100.0,100.0,0.6923,0.786,2.95927,0.03704,0
CNC_079,13,13,2025-05-18 03:07:00,54.4,28.6,74.0,0.0,72.4,100.0,29.8,100.0,100.0,0.7143,0.779,3.42109,0.04136,0
CNC_079,14,14,2025-05-18 03:21:00,52.7,26.7,72.1,0.0,66.3,100.0,29.8,100.0,100.0,0.7333,0.837,3.07991,0.05055,0
CNC_079,15,15,2025-05-18 03:36:00,52.6,31.2,70.7,0.0,61.8,100.0,29.8,100.0,100.0,0.6875,0.879,1.88853,0.05728,0
CNC_079,16,16,2025-05-18 03:50:00,52.2,35.3,65.6,0.0,60.5,100.0,29.8,100.0,100.0,0.6471,1.033,1.13291,0.05922,0
CNC_079,17,17,2025-05-18 04:04:00,51.3,33.3,62.7,0.0,60.9,100.0,29.8,100.0,100.0,0.6667,1.118,0.84049,0.05866,0
CNC_079,18,18,2025-05-18 04:19:00,57.2,31.6,55.6,56.7,55.5,100.0,29.8,100.0,100.0,0.6842,1.333,0.21657,0.06669,0
CNC_079,19,19,2025-05-18 04:33:00,57.9,35.0,49.8,64.0,55.5,100.0,29.8,100.0,100.0,0.65,1.505,0.18023,0.06672,0
CNC_079,20,20,2025-05-18 04:48:00,46.7,33.3,43.6,0.0,55.8,100.0,29.8,100.0,100.0,0.6667,1.693,0.56726,0.06627,0
CNC_079,21,21,2025-05-18 05:02:00,48.3,31.8,47.8,0.0,62.9,100.0,29.8,100.0,100.0,0.6818,1.566,0.81764,0.05563,0
CNC_079,22,22,2025-05-18 05:16:00,50.5,34.8,47.7,0.0,73.8,100.0,29.8,100.0,100.0,0.6522,1.57,1.4777,0.03935,0
CNC_079,23,23,2025-05-18 05:31:00,51.3,33.3,56.8,0.0,68.7,100.0,29.8,100.0,100.0,0.6667,1.295,1.19429,0.04698,0
CNC_079,24,24,2025-05-18 05:45:00,61.9,32.0,59.3,68.9,69.1,100.0,29.8,100.0,100.0,0.68,1.222,0.15532,0.04636,0
CNC_079,25,25,2025-05-18 06:00:00,53.3,30.8,70.4,0.0,67.3,100.0,29.8,100.0,100.0,0.6923,0.888,-0.73129,0.04906,0
CNC_079,26,26,2025-05-18 06:14:00,53.2,29.6,73.3,0.0,64.3,100.0,29.8,100.0,100.0,0.7037,0.801,-0.7837,0.05356,0
CNC_079,27,27,2025-05-18 06:28:00,53.7,28.6,76.8,0.0,64.1,100.0,29.8,100.0,100.0,0.7143,0.697,-1.40069,0.05381,0
CNC_079,28,28,2025-05-18 06:43:00,52.8,27.6,76.9,0.0,59.8,100.0,29.8,100.0,100.0,0.7241,0.694,-1.47121,0.06028,0
CNC_079,29,29,2025-05-18 06:57:00,53.4,26.7,80.4,0.0,60.0,100.0,29.8,100.0,100.0,0.7333,0.587,-0.97286,0.06004,0
CNC_080,5,5,2025-05-18 01:12:00,61.9,66.7,49.0,0.0,66.1,100.0,88.6,100.0,100.0,0.3333,1.529,1.34787,0.05091,0
CNC_080,6,6,2025-05-18 01:26:00,59.8,57.1,46.5,0.0,67.9,100.0,88.6,100.0,100.0,0.4286,1.605,1.48254,0.04819,0
CNC_080,7,7,2025-05-18 01:40:00,58.9,50.0,51.4,0.0,64.8,100.0,88.6,100.0,100.0,0.5,1.457,1.34858,0.05273,0
CNC_080,8,8,2025-05-18 01:55:00,58.4,44.4,53.4,0.0,66.6,100.0,88.6,100.0,100.0,0.5556,1.397,1.12573,0.05017,0
CNC_080,9,9,2025-05-18 02:09:00,59.5,50.0,53.7,0.0,65.8,100.0,88.6,100.0,100.0,0.5,1.388,0.81047,0.05131,0
CNC_080,10,10,2025-05-18 02:24:00,65.3,45.5,60.7,34.7,66.7,100.0,88.6,100.0,100.0,0.5455,1.179,0.32654,0.04992,0
CNC_080,11,11,2025-05-18 02:38:00,69.8,50.0,69.4,48.8,64.9,100.0,88.6,100.0,100.0,0.5,0.918,0.25621,0.0526,0
CNC_080,12,12,2025-05-18 02:52:00,73.1,46.2,68.9,84.7,56.9,100.0,88.6,100.0,100.0,0.5385,0.933,0.07645,0.06463,0
CNC_080,13,13,2025-05-18 03:07:00,70.3,50.0,68.0,65.4,53.3,100.0,88.6,100.0,100.0,0.5,0.959,-0.17281,0.07009,0
CNC_080,14,14,2025-05-18 03:21:00,54.3,46.7,54.5,0.0,34.5,100.0,88.6,100.0,100.0,0.5333,1.365,0.63597,0.09831,0
CNC_080,15,15,2025-05-18 03:36:00,47.1,43.8,35.9,0.0,15.6,100.0,88.6,100.0,100.0,0.5625,1.924,0.72839,0.12653,0
CNC_080,16,16,2025-05-18 03:50:00,44.2,41.2,22.1,0.0,17.8,100.0,88.6,100.0,100.0,0.5882,2.336,1.54203,0.12324,0
CNC_080,17,17,2025-05-18 04:04:00,44.5,44.4,17.9,0.0,21.1,100.0,88.6,100.0,100.0,0.5556,2.463,2.17584,0.11837,0
CNC_080,18,18,2025-05-18 04:19:00,47.8,47.4,22.1,0.0,33.6,100.0,88.6,100.0,100.0,0.5263,2.336,1.91658,0.09958,0
CNC_080,19,19,2025-05-18 04:33:00,50.2,45.0,32.3,0.0,39.0,100.0,88.6,100.0,100.0,0.55,2.031,1.32369,0.0915,0
CNC_080,20,20,2025-05-18 04:48:00,53.6,42.9,46.0,0.0,46.5,100.0,88.6,100.0,100.0,0.5714,1.62,0.59999,0.08022,0
CNC_080,21,21,2025-05-18 05:02:00,56.1,45.5,52.6,0.0,51.0,100.0,88.6,100.0,100.0,0.5455,1.423,0.65215,0.07344,0
CNC_080,22,22,2025-05-18 05:16:00,55.1,43.5,53.5,0.0,45.8,100.0,88.6,100.0,100.0,0.5652,1.394,-0.52584,0.08132,0
CNC_080,23,23,2025-05-18 05:31:00,54.4,45.8,48.9,0.0,44.0,100.0,88.6,100.0,100.0,0.5417,1.534,-1.3518,0.08401,0
CNC_080,24,24,2025-05-18 05:45:00,54.5,44.0,47.9,0.0,48.7,100.0,88.6,100.0,100.0,0.56,1.564,-1.25093,0.07698,0
CNC_080,25,25,2025-05-18 06:00:00,57.8,42.3,49.9,0.0,69.8,100.0,88.6,100.0,100.0,0.5769,1.503,-1.62821,0.04528,0
CNC_080,26,26,2025-05-18 06:14:00,58.6,40.7,48.7,0.0,79.2,100.0,88.6,100.0,100.0,0.5926,1.538,-0.67996,0.03115,0
CNC_080,27,27,2025-05-18 06:28:00,66.2,39.3,46.0,59.5,75.5,100.0,88.6,100.0,100.0,0.6071,1.62,-0.20274,0.03676,0
CNC_080,28,28,2025-05-18 06:43:00,55.1,37.9,40.5,0.0,70.6,100.0,88.6,100.0,100.0,0.6207,1.785,0.94054,0.04403,0
CNC_080,29,29,2025-05-18 06:57:00,52.8,40.0,31.8,0.0,64.1,100.0,88.6,100.0,100.0,0.6,2.045,1.88982,0.05385,0
CNC_081,5,5,2025-05-18 01:12:00,58.7,33.3,34.7,76.3,70.9,100.0,30.5,100.0,100.0,0.6667,1.96,-0.11833,0.04358,0
CNC_081,6,6,2025-05-18 01:26:00,53.6,28.6,45.1,32.3,73.5,100.0,30.5,100.0,100.0,0.7143,1.649,-0.33829,0.03978,0
CNC_081,7,7,2025-05-18 01:40:00,55.4,37.5,43.9,32.3,74.9,100.0,30.5,100.0,100.0,0.625,1.682,-0.33843,0.0376,0
CNC_081,8,8,2025-05-18 01:55:00,54.9,44.4,49.0,22.9,64.6,100.0,30.5,100.0,100.0,0.5556,1.531,-0.3855,0.05303,0
CNC_081,9,9,2025-05-18 02:09:00,49.6,40.0,46.6,0.0,61.4,100.0,30.5,100.0,100.0,0.6,1.602,-0.49999,0.05791,0
CNC_081,10,10,2025-05-18 02:24:00,50.2,45.5,42.7,0.0,63.3,100.0,30.5,100.0,100.0,0.5455,1.72,-1.16451,0.05505,0
CNC_081,11,11,2025-05-18 02:38:00,51.1,50.0,45.0,0.0,60.3,100.0,30.5,100.0,100.0,0.5,1.651,-1.01178,0.05953,0
CNC_081,12,12,2025-05-18 02:52:00,52.6,53.8,54.3,0.0,52.9,100.0,30.5,100.0,100.0,0.4615,1.371,-1.49111,0.07061,0
CNC_081,13,13,2025-05-18 03:07:00,54.6,57.1,61.3,0.0,52.2,100.0,30.5,100.0,100.0,0.4286,1.161,-1.077,0.07164,0
CNC_081,14,14,2025-05-18 03:21:00,53.6,53.3,66.7,0.0,43.5,100.0,30.5,100.0,100.0,0.4667,0.999,-1.1668,0.0848,0
CNC_081,15,15,2025-05-18 03:36:00,53.3,50.0,75.1,0.0,34.9,100.0,30.5,100.0,100.0,0.5,0.748,-0.99728,0.09771,0
CNC_081,16,16,2025-05-18 03:50:00,50.5,47.1,73.4,0.0,22.7,100.0,30.5,100.0,100.0,0.5294,0.797,-0.81427,0.11597,0
